Description,Quantity,Average_Daily_Sales,Current_Stock,Reorder_Level,Need_Reorder,Recommended_Order
SET OF 6 RIBBONS PARTY,167,0.4477211796246649,268,3.0,False,0.0
SET OF 6 RIBBONS PERFECTLY PRETTY  ,245,0.6568364611260054,351,5.0,False,0.0
SET OF 6 RIBBONS VINTAGE CHRISTMAS,2843,7.621983914209116,335,53.0,False,0.0
SET OF 6 SNACK LOAF BAKING CASES,4292,11.506702412868632,139,81.0,False,0.0
SET OF 6 SOLDIER SKITTLES,2297,6.158176943699732,224,43.0,False,0.0
SET OF 6 SPICE TINS PANTRY DESIGN,5372,14.402144772117962,181,101.0,False,0.0
SET OF 6 STRAWBERRY CHOPSTICKS,613,1.64343163538874,267,12.0,False,0.0
SET OF 6 T-LIGHTS CACTI ,775,2.0777479892761392,111,15.0,False,0.0
SET OF 6 T-LIGHTS EASTER CHICKS,320,0.8579088471849866,218,6.0,False,0.0
SET OF 6 T-LIGHTS SANTA,1198,3.2117962466487935,300,22.0,False,0.0
SET OF 6 T-LIGHTS SNOWMEN,908,2.4343163538873993,363,17.0,False,0.0
SET OF 6 T-LIGHTS TOADSTOOLS,676,1.8123324396782843,480,13.0,False,0.0
SET OF 6 T-LIGHTS WEDDING CAKE ,243,0.6514745308310992,295,5.0,False,0.0
SET OF 6 TEA TIME BAKING CASES,4879,13.080428954423592,125,92.0,False,0.0
SET OF 6 VINTAGE NOTELETS KIT,522,1.3994638069705094,273,10.0,False,0.0
SET OF 60 I LOVE LONDON CAKE CASES ,7727,20.715817694369974,159,145.0,False,0.0
SET OF 60 PANTRY DESIGN CAKE CASES ,11675,31.300268096514746,309,219.0,False,0.0
SET OF 60 VINTAGE LEAF CAKE CASES ,5967,15.997319034852547,451,112.0,False,0.0
SET OF 72 GREEN PAPER DOILIES,42,0.1126005361930295,45,1.0,False,0.0
SET OF 72 PINK HEART PAPER DOILIES,3954,10.600536193029491,462,74.0,False,0.0
SET OF 72 RETROSPOT PAPER  DOILIES,5680,15.227882037533512,342,107.0,False,0.0
SET OF 72 SKULL PAPER  DOILIES,816,2.187667560321716,486,15.0,False,0.0
SET OF 9 BLACK SKULL BALLOONS,2727,7.310991957104558,296,51.0,False,0.0
SET OF 9 HEART SHAPED BALLOONS,2680,7.184986595174263,312,50.0,False,0.0
SET OF PICTURE FRAME  STICKERS,66,0.1769436997319035,320,1.0,False,0.0
SET OF SALT AND PEPPER TOADSTOOLS,2461,6.597855227882038,217,46.0,False,0.0
SET OF SKULL WALL STICKERS,92,0.24664879356568364,115,2.0,False,0.0
SET OF TEA COFFEE SUGAR TINS PANTRY,4663,12.501340482573726,455,88.0,False,0.0
SET/10 BLUE POLKADOT PARTY CANDLES,3970,10.64343163538874,167,75.0,False,0.0
SET/10 IVORY POLKADOT PARTY CANDLES,975,2.613941018766756,130,18.0,False,0.0
SET/10 PINK POLKADOT PARTY CANDLES,5257,14.093833780160859,64,99.0,True,35.0
SET/10 RED POLKADOT PARTY CANDLES,6502,17.431635388739945,409,122.0,False,0.0
SET/12 FUNKY FELT FLOWER PEG IN BAG,161,0.4316353887399464,21,3.0,False,0.0
SET/12 TAPER CANDLES,459,1.230563002680965,154,9.0,False,0.0
SET/2 RED RETROSPOT TEA TOWELS ,2319,6.2171581769437,409,44.0,False,0.0
SET/20 RED RETROSPOT PAPER NAPKINS ,12313,33.01072386058981,405,231.0,False,0.0
SET/20 STRAWBERRY PAPER NAPKINS ,2494,6.686327077747989,145,47.0,False,0.0
SET/3 CHRISTMAS DECOUPAGE CANDLES,827,2.2171581769436997,477,16.0,False,0.0
SET/3 DECOUPAGE STACKING TINS,175,0.4691689008042895,12,3.0,False,0.0
SET/3 FLORAL GARDEN TOOLS IN BAG,1,0.002680965147453083,153,0.0,False,0.0
SET/3 OCEAN SCENT CANDLE JEWEL BOX,350,0.938337801608579,39,7.0,False,0.0
SET/3 POLKADOT STACKING TINS,74,0.19839142091152814,246,1.0,False,0.0
SET/3 POT PLANT CANDLES,54,0.1447721179624665,288,1.0,False,0.0
SET/3 RABBITS FLOWER SKIPPPING ROPE,120,0.32171581769436997,357,2.0,False,0.0
SET/3 RED GINGHAM ROSE STORAGE BOX,2704,7.249329758713137,124,51.0,False,0.0
SET/3 ROSE CANDLE IN JEWELLED BOX,340,0.9115281501340483,113,6.0,False,0.0
SET/3 TALL GLASS CANDLE HOLDER PINK,1,0.002680965147453083,127,0.0,False,0.0
SET/3 VANILLA SCENTED CANDLE IN BOX,669,1.7935656836461127,14,13.0,False,0.0
SET/4 BADGES BALLOON GIRL,323,0.8659517426273459,477,6.0,False,0.0
SET/4 BADGES BEETLES,198,0.5308310991957105,369,4.0,False,0.0
SET/4 BADGES CUTE CREATURES,201,0.5388739946380697,257,4.0,False,0.0
SET/4 BADGES DOGS,239,0.6407506702412868,373,4.0,False,0.0
SET/4 BIRD MIRROR MAGNETS ,478,1.2815013404825737,330,9.0,False,0.0
SET/4 BLUE FLOWER CANDLES IN BOWL,135,0.36193029490616624,130,3.0,False,0.0
SET/4 BUTTERFLY MIRROR MAGNETS,79,0.21179624664879357,295,1.0,False,0.0
SET/4 COLOURFUL MIXING BOWLS,57,0.15281501340482573,158,1.0,False,0.0
SET/4 DAISY MIRROR MAGNETS,487,1.3056300268096515,93,9.0,False,0.0
SET/4 GARDEN ROSE DINNER CANDLE,7,0.01876675603217158,463,0.0,False,0.0
SET/4 MODERN VINTAGE COTTON NAPKINS,77,0.2064343163538874,415,1.0,False,0.0
SET/4 RED MINI ROSE CANDLE IN BOWL,445,1.193029490616622,475,8.0,False,0.0
SET/4 SKULL BADGES,734,1.967828418230563,465,14.0,False,0.0
SET/4 SPRING FLOWER DECORATION,1045,2.8016085790884717,240,20.0,False,0.0
SET/4 WHITE RETRO STORAGE CUBES ,357,0.9571045576407506,297,7.0,False,0.0
SET/5 RED RETROSPOT LID GLASS BOWLS,5882,15.769436997319035,170,110.0,False,0.0
SET/5 RED SPOTTY LID GLASS BOWLS,288,0.7721179624664879,281,5.0,False,0.0
SET/6 BEAD COASTERS GAUZE BAG GOLD,518,1.388739946380697,469,10.0,False,0.0
SET/6 BLACK BIRD T-LIGHT CANDLES,179,0.47989276139410186,47,3.0,False,0.0
SET/6 COLLAGE PAPER CUPS,2199,5.89544235924933,235,41.0,False,0.0
SET/6 COLLAGE PAPER PLATES,1672,4.482573726541555,151,31.0,False,0.0
SET/6 EAU DE NIL BIRD T-LIGHTS,252,0.675603217158177,301,5.0,False,0.0
SET/6 FROG PRINCE T-LIGHT CANDLES,434,1.1635388739946382,490,8.0,False,0.0
SET/6 FRUIT SALAD  PAPER PLATES,1143,3.064343163538874,160,21.0,False,0.0
SET/6 FRUIT SALAD PAPER CUPS,1576,4.225201072386059,123,30.0,False,0.0
SET/6 GREEN SPRING PAPER CUPS,231,0.6193029490616622,246,4.0,False,0.0
SET/6 IVORY BIRD T-LIGHT CANDLES,1,0.002680965147453083,75,0.0,False,0.0
SET/6 PINK  BUTTERFLY T-LIGHTS,2060,5.522788203753351,370,39.0,False,0.0
SET/6 PINK BIRD T-LIGHT CANDLES,355,0.9517426273458445,350,7.0,False,0.0
SET/6 POSIES PAPER CUPS,126,0.3378016085790885,267,2.0,False,0.0
SET/6 POSIES PAPER PLATES,95,0.2546916890080429,484,2.0,False,0.0
SET/6 PURPLE BUTTERFLY T-LIGHTS,689,1.8471849865951742,258,13.0,False,0.0
SET/6 RED SPOTTY PAPER CUPS,6589,17.664879356568363,466,124.0,False,0.0
SET/6 RED SPOTTY PAPER PLATES,7351,19.707774798927613,458,138.0,False,0.0
SET/6 TURQUOISE BUTTERFLY T-LIGHTS,1248,3.3458445040214477,340,23.0,False,0.0
SET/9 CHRISTMAS T-LIGHTS SCENTED ,25,0.06702412868632708,332,0.0,False,0.0
SET3 BOOK BOX GREEN GINGHAM FLOWER ,1099,2.9463806970509383,189,21.0,False,0.0
SEWING BOX RETROSPOT DESIGN ,205,0.5495978552278821,199,4.0,False,0.0
SEWING SUSAN 21 NEEDLE SET,626,1.67828418230563,416,12.0,False,0.0
SHELF WITH 4 HOOKS HOME SWEET HOME,448,1.2010723860589811,163,8.0,False,0.0
SHOE SHINE BOX ,51,0.13672922252010725,205,1.0,False,0.0
"SILICON CUBE 25W, BLUE",11,0.029490616621983913,475,0.0,False,0.0
SILICON STAR BULB  BLUE,18,0.04825737265415549,320,0.0,False,0.0
SILK PURSE BABUSHKA BLUE,184,0.4932975871313673,271,3.0,False,0.0
SILK PURSE BABUSHKA PINK,365,0.9785522788203753,428,7.0,False,0.0
SILK PURSE BABUSHKA RED,202,0.5415549597855228,415,4.0,False,0.0
SILVER  CANDLEPOT JARDIN ,24,0.064343163538874,436,0.0,False,0.0
SILVER 2 STRAND NECKLACE-LEAF CHARM,2,0.005361930294906166,152,0.0,False,0.0
SILVER AND BLACK ORBIT NECKLACE,1,0.002680965147453083,351,0.0,False,0.0
SILVER APERITIF GLASS,276,0.739946380697051,325,5.0,False,0.0
SILVER BELLS TABLE DECORATION,2093,5.611260053619303,110,39.0,False,0.0
SILVER BLACK ORBIT BRACELET,4,0.010723860589812333,253,0.0,False,0.0
SILVER BLACK ORBIT DROP EARRINGS,6,0.0160857908847185,499,0.0,False,0.0
SILVER BOOK MARK WITH BEADS,10,0.02680965147453083,21,0.0,False,0.0
SILVER BRACELET W PASTEL FLOWER,19,0.05093833780160858,248,0.0,False,0.0
SILVER CHRISTMAS TREE BAUBLE STAND ,33,0.08847184986595175,58,1.0,False,0.0
SILVER DIAMANTE PEN IN GIFT BOX,52,0.13941018766756033,51,1.0,False,0.0
SILVER DISCO HANDBAG,123,0.3297587131367292,175,2.0,False,0.0
SILVER DROP EARRINGS WITH FLOWER,7,0.01876675603217158,91,0.0,False,0.0
SILVER FABRIC MIRROR,381,1.0214477211796247,438,7.0,False,0.0
SILVER FISHING GNOME ,45,0.12064343163538874,300,1.0,False,0.0
SILVER FLOWR PINK SHELL NECKLACE,52,0.13941018766756033,167,1.0,False,0.0
SILVER GLASS T-LIGHT SET,196,0.5254691689008043,225,4.0,False,0.0
SILVER GLITTER FLOWER VOTIVE HOLDER,1407,3.772117962466488,499,26.0,False,0.0
SILVER HANGING T-LIGHT HOLDER,4665,12.506702412868632,167,88.0,False,0.0
SILVER HEARTS TABLE DECORATION,1245,3.3378016085790883,471,23.0,False,0.0
SILVER HOOP EARRINGS WITH FLOWER,21,0.05630026809651475,143,0.0,False,0.0
SILVER JEWELLED MIRROR TRINKET TRAY,66,0.1769436997319035,76,1.0,False,0.0
SILVER LARIAT 40CM,22,0.058981233243967826,345,0.0,False,0.0
SILVER LARIAT BLACK STONE EARRINGS,12,0.032171581769437,16,0.0,False,0.0
SILVER LATTICE VANILLA CANDLE POT,17,0.045576407506702415,445,0.0,False,0.0
SILVER LOOKING MIRROR,5,0.013404825737265416,23,0.0,False,0.0
SILVER M.O.P ORBIT BRACELET,18,0.04825737265415549,82,0.0,False,0.0
SILVER M.O.P ORBIT DROP EARRINGS,17,0.045576407506702415,408,0.0,False,0.0
SILVER M.O.P. ORBIT NECKLACE,8,0.021447721179624665,414,0.0,False,0.0
SILVER MUG BONE CHINA TREE OF LIFE,1138,3.0509383378016084,172,21.0,False,0.0
SILVER OVAL SHAPE TRINKET BOX,14,0.03753351206434316,75,0.0,False,0.0
SILVER PHOTO FRAME,75,0.20107238605898123,356,1.0,False,0.0
SILVER PLATE CANDLE BOWL SMALL,316,0.8471849865951743,139,6.0,False,0.0
SILVER RECORD COVER FRAME,272,0.7292225201072386,428,5.0,False,0.0
SILVER ROCCOCO CHANDELIER,11,0.029490616621983913,475,0.0,False,0.0
SILVER ROCOCO CANDLE STICK,146,0.3914209115281501,215,3.0,False,0.0
SILVER STANDING GNOME   ,35,0.0938337801608579,285,1.0,False,0.0
SILVER STARS TABLE DECORATION,1948,5.222520107238606,475,37.0,False,0.0
SILVER T-LIGHT SETTING,91,0.24396782841823056,265,2.0,False,0.0
SILVER TEDDY BEAR,48,0.128686327077748,275,1.0,False,0.0
SILVER VANILLA  FLOWER CANDLE POT,92,0.24664879356568364,34,2.0,False,0.0
SILVER/AMETHYST DROP EARRINGS LEAF,5,0.013404825737265416,459,0.0,False,0.0
SILVER/BLACK ORBIT NECKLACE,3,0.00804289544235925,290,0.0,False,0.0
SILVER/CRYSTAL DROP EARRINGS W LEAF,6,0.0160857908847185,262,0.0,False,0.0
SILVER/M.O.P PENDANT ORBIT NECKLACE,14,0.03753351206434316,319,0.0,False,0.0
SILVER/MOP ORBIT NECKLACE,8,0.021447721179624665,298,0.0,False,0.0
SILVER/NAT SHELL NECKLACE W PENDANT,3,0.00804289544235925,173,0.0,False,0.0
SILVER/NATURAL SHELL NECKLACE,8,0.021447721179624665,104,0.0,False,0.0
SINGLE ANTIQUE ROSE HOOK IVORY,1845,4.946380697050938,279,35.0,False,0.0
SINGLE HEART ZINC T-LIGHT HOLDER,5700,15.281501340482574,330,107.0,False,0.0
SINGLE WIRE HOOK IVORY HEART,875,2.3458445040214477,119,16.0,False,0.0
SINGLE WIRE HOOK PINK HEART,407,1.0911528150134049,345,8.0,False,0.0
SIX DRAWER OFFICE TIDY,65,0.1742627345844504,319,1.0,False,0.0
SKETCHBOOK MAGNETIC SHOPPING LIST,1332,3.571045576407507,247,25.0,False,0.0
SKULL AND CROSSBONES  GARLAND ,982,2.6327077747989276,390,18.0,False,0.0
SKULL DESIGN TV DINNER TRAY,281,0.7533512064343163,445,5.0,False,0.0
SKULL LUNCH BOX WITH CUTLERY ,1946,5.2171581769437,396,37.0,False,0.0
SKULL SHOULDER BAG,1288,3.453083109919571,492,24.0,False,0.0
SKULLS  DESIGN  COTTON TOTE BAG,165,0.44235924932975873,434,3.0,False,0.0
SKULLS  STICKERS,1054,2.8257372654155497,399,20.0,False,0.0
SKULLS  WATER TRANSFER TATTOOS ,1872,5.018766756032171,34,35.0,True,1.0
SKULLS AND CROSSBONES WRAP,5800,15.549597855227882,150,109.0,False,0.0
SKULLS DESIGN FLANNEL,161,0.4316353887399464,126,3.0,False,0.0
SKULLS GREETING CARD,1884,5.050938337801608,491,35.0,False,0.0
SKULLS PARTY BAG + STICKER SET,982,2.6327077747989276,401,18.0,False,0.0
SKULLS SQUARE TISSUE BOX,729,1.9544235924932976,414,14.0,False,0.0
SKULLS STORAGE BOX LARGE,67,0.17962466487935658,491,1.0,False,0.0
SKULLS STORAGE BOX SMALL,77,0.2064343163538874,461,1.0,False,0.0
SKULLS TAPE,600,1.6085790884718498,34,11.0,False,0.0
SKULLS WRITING SET ,538,1.4423592493297588,88,10.0,False,0.0
SLATE TILE NATURAL HANGING,1428,3.8284182305630026,77,27.0,False,0.0
SLEEPING CAT ERASERS,4598,12.327077747989277,182,86.0,False,0.0
SMALL APOTHECARY MEASURING JAR ,81,0.21715817694369974,453,2.0,False,0.0
SMALL BLUE PROVENCAL CERAMIC BALL,61,0.16353887399463807,21,1.0,False,0.0
SMALL BONNE JAM JAR  T-LIGHT HOLDER,416,1.1152815013404827,297,8.0,False,0.0
SMALL CAMPHOR WOOD FIELD  MUSHROOM,93,0.24932975871313673,137,2.0,False,0.0
SMALL CERAMIC TOP STORAGE JAR ,5666,15.190348525469169,105,106.0,True,1.0
SMALL CHINESE STYLE SCISSOR,13328,35.73190348525469,101,250.0,True,149.0
SMALL CHOCOLATES PINK BOWL,1662,4.455764075067024,150,31.0,False,0.0
SMALL CHUNKY GLASS ROMAN  BOWL,149,0.39946380697050937,40,3.0,False,0.0
SMALL DECO JEWELLERY STAND,229,0.613941018766756,343,4.0,False,0.0
SMALL DOLLY MIX DESIGN ORANGE BOWL,4491,12.040214477211796,29,84.0,True,55.0
SMALL FOLDING SCISSOR(POINTED EDGE),2892,7.753351206434316,155,54.0,False,0.0
SMALL FOLKART STAR CHRISTMAS DEC,1124,3.013404825737265,486,21.0,False,0.0
SMALL GLASS HEART TRINKET POT,3670,9.839142091152816,325,69.0,False,0.0
SMALL GLASS SUNDAE DISH CLEAR,648,1.737265415549598,456,12.0,False,0.0
SMALL HAMMERED SILVER CANDLEPOT ,358,0.9597855227882037,399,7.0,False,0.0
SMALL HANGING GLASS+ZINC LANTERN,43,0.11528150134048257,169,1.0,False,0.0
SMALL HANGING IVORY/RED WOOD BIRD,2234,5.989276139410188,358,42.0,False,0.0
SMALL HEART FLOWERS HOOK ,1679,4.501340482573727,52,32.0,False,0.0
SMALL HEART MEASURING SPOONS,2385,6.394101876675603,263,45.0,False,0.0
SMALL IVORY HEART WALL ORGANISER,1022,2.739946380697051,139,19.0,False,0.0
SMALL JEWELLERY STAND,16,0.04289544235924933,69,0.0,False,0.0
SMALL KITCHEN FLOWER POTS PLAQUE,19,0.05093833780160858,160,0.0,False,0.0
SMALL LICORICE DES PINK BOWL,392,1.0509383378016086,476,7.0,False,0.0
SMALL MARSHMALLOWS PINK BOWL,3301,8.849865951742627,296,62.0,False,0.0
SMALL MEDINA STAMPED METAL BOWL ,764,2.0482573726541555,14,14.0,False,0.0
SMALL PARISIENNE HEART PHOTO FRAME ,916,2.455764075067024,476,17.0,False,0.0
SMALL PARLOUR FRAME,42,0.1126005361930295,427,1.0,False,0.0
SMALL PARLOUR PICTURE FRAME,164,0.43967828418230565,275,3.0,False,0.0
SMALL PINK GLASS SUNDAE DISH,917,2.4584450402144773,354,17.0,False,0.0
SMALL PINK MAGIC CHRISTMAS TREE,618,1.6568364611260054,139,12.0,False,0.0
SMALL POLKADOT CHOCOLATE GIFT BAG ,920,2.4664879356568363,391,17.0,False,0.0
SMALL POP BOX FUNKY MONKEY,172,0.46112600536193027,276,3.0,False,0.0
"SMALL POP BOX,FUNKY MONKEY",93,0.24932975871313673,187,2.0,False,0.0
SMALL POPCORN HOLDER,18252,48.93297587131367,262,343.0,True,81.0
SMALL PURPLE BABUSHKA NOTEBOOK ,1577,4.227882037533512,424,30.0,False,0.0
SMALL RED BABUSHKA NOTEBOOK ,1802,4.831099195710456,65,34.0,False,0.0
SMALL RED RETROSPOT MUG IN BOX ,874,2.3431635388739944,472,16.0,False,0.0
SMALL RED RETROSPOT WINDMILL,2974,7.97319034852547,466,56.0,False,0.0
SMALL REGAL  SILVER CANDLEPOT ,303,0.8123324396782842,480,6.0,False,0.0
SMALL ROUND CUT GLASS CANDLESTICK,129,0.34584450402144773,92,2.0,False,0.0
SMALL SILVER FLOWER CANDLE POT,283,0.7587131367292225,402,5.0,False,0.0
SMALL SILVER TRELLIS CANDLEPOT,226,0.6058981233243967,108,4.0,False,0.0
SMALL SINGLE FLAME CANDLE HOLDER,33,0.08847184986595175,158,1.0,False,0.0
SMALL SKULL WINDMILL,437,1.1715817694369972,338,8.0,False,0.0
SMALL SQUARE CUT GLASS CANDLESTICK,80,0.21447721179624665,165,2.0,False,0.0
SMALL STRIPES CHOCOLATE GIFT BAG ,865,2.319034852546917,199,16.0,False,0.0
SMALL TALL CAMPHOR WOOD TOADSTOOL,129,0.34584450402144773,380,2.0,False,0.0
SMALL WHITE HEART OF WICKER,4283,11.482573726541554,272,80.0,False,0.0
SMALL WHITE RETROSPOT MUG IN BOX ,711,1.906166219839142,89,13.0,False,0.0
SMALL WHITE/PINK ROSE ART FLOWER,113,0.30294906166219837,409,2.0,False,0.0
SMALL YELLOW BABUSHKA NOTEBOOK ,918,2.46112600536193,261,17.0,False,0.0
SMALL ZINC HEART WALL ORGANISER,1538,4.1233243967828415,106,29.0,False,0.0
SMALL ZINC/GLASS CANDLEHOLDER,49,0.13136729222520108,269,1.0,False,0.0
SMALLFOLKART BAUBLE CHRISTMAS DEC,558,1.4959785522788205,269,10.0,False,0.0
SMOKEY GREY COLOUR D.O.F. GLASS,591,1.584450402144772,112,11.0,False,0.0
SMOKEY GREY COLOUR GLASS,200,0.5361930294906166,49,4.0,False,0.0
SNACK TRAY HAPPY FOREST  ,111,0.2975871313672922,282,2.0,False,0.0
SNACK TRAY I LOVE LONDON,151,0.40482573726541554,110,3.0,False,0.0
SNACK TRAY PAISLEY PARK,164,0.43967828418230565,368,3.0,False,0.0
SNACK TRAY RED GINGHAM,56,0.15013404825737264,389,1.0,False,0.0
SNACK TRAY RED VINTAGE DOILY,185,0.4959785522788204,317,3.0,False,0.0
SNOWFLAKE PORTABLE TABLE LIGHT ,367,0.9839142091152815,230,7.0,False,0.0
SNOWSTORM PHOTO FRAME FRIDGE MAGNET,577,1.5469168900804289,317,11.0,False,0.0
SOAP DISH BROCANTE,693,1.8579088471849865,429,13.0,False,0.0
SOFT PINK ROSE TOWEL ,37,0.09919571045576407,133,1.0,False,0.0
SOLDIERS EGG CUP ,8821,23.648793565683647,431,166.0,False,0.0
SOMBRERO ,4402,11.801608579088471,240,83.0,False,0.0
SPACE BOY CHILDRENS CUP,130,0.3485254691689008,187,2.0,False,0.0
SPACE CADET BLACK,40,0.10723860589812333,72,1.0,False,0.0
SPACE CADET RED,121,0.32439678284182305,494,2.0,False,0.0
SPACE CADET WHITE,65,0.1742627345844504,125,1.0,False,0.0
SPACE FROG,100,0.2680965147453083,200,2.0,False,0.0
SPACE OWL,143,0.38337801608579086,71,3.0,False,0.0
SPACEBOY BEAKER,2571,6.892761394101877,265,48.0,False,0.0
SPACEBOY BIRTHDAY CARD,7858,21.067024128686327,492,147.0,False,0.0
SPACEBOY CHILDRENS BOWL,2367,6.345844504021447,16,44.0,True,28.0
SPACEBOY CHILDRENS CUP,1952,5.233243967828418,164,37.0,False,0.0
SPACEBOY CHILDRENS EGG CUP,1118,2.997319034852547,101,21.0,False,0.0
SPACEBOY GIFT WRAP,6502,17.431635388739945,479,122.0,False,0.0
SPACEBOY LUNCH BOX ,13919,37.316353887399465,23,261.0,True,238.0
SPACEBOY MINI BACKPACK,1037,2.780160857908847,464,19.0,False,0.0
SPACEBOY MINI RUCKSACK,13,0.03485254691689008,238,0.0,False,0.0
SPACEBOY ROCKET LOLLY MAKERS,592,1.5871313672922251,95,11.0,False,0.0
SPACEBOY TV DINNER TRAY,244,0.6541554959785523,142,5.0,False,0.0
SPACEBOY WALL ART,306,0.8203753351206434,192,6.0,False,0.0
SPOTS ON RED BOOKCOVER TAPE,16,0.04289544235924933,395,0.0,False,0.0
SPOTTED WHITE NATURAL SEED NECKLACE,72,0.19302949061662197,71,1.0,False,0.0
SPOTTY BUNTING,7639,20.4798927613941,228,143.0,False,0.0
SPOTTY PINK DUCK DOORSTOP,225,0.6032171581769437,414,4.0,False,0.0
SPRIG LAVENDER ARTIFICIAL FLOWER,220,0.5898123324396782,255,4.0,False,0.0
SQUARE CHERRY BLOSSOM CABINET,129,0.34584450402144773,239,2.0,False,0.0
SQUARE FLOOR CUSHION VINTAGE RED,53,0.14209115281501342,88,1.0,False,0.0
SQUARE METAL CANDLEHOLDER BASE,52,0.13941018766756033,158,1.0,False,0.0
SQUARE MINI PORTRAIT FRAME,269,0.7211796246648794,147,5.0,False,0.0
SQUARECUSHION COVER PINK UNION FLAG,62,0.16621983914209115,480,1.0,False,0.0
SQUARECUSHION COVER PINK UNION JACK,150,0.40214477211796246,323,3.0,False,0.0
ST GEORGE SET OF 10 PARTY LIGHTS,2,0.005361930294906166,385,0.0,False,0.0
ST TROPEZ NECKLACE,14,0.03753351206434316,432,0.0,False,0.0
STANDING FAIRY POLE SUPPORT ,348,0.9329758713136729,398,7.0,False,0.0
STAR  T-LIGHT HOLDER ,132,0.353887399463807,74,2.0,False,0.0
STAR DECORATION PAINTED ZINC ,4179,11.203753351206434,22,78.0,True,56.0
STAR DECORATION RUSTIC,2203,5.906166219839142,222,41.0,False,0.0
STAR PORTABLE TABLE LIGHT ,275,0.7372654155495979,483,5.0,False,0.0
STAR T-LIGHT HOLDER WILLIE WINKIE,1142,3.0616621983914207,251,21.0,False,0.0
STAR WOODEN CHRISTMAS DECORATION,2445,6.554959785522788,222,46.0,False,0.0
STAR WREATH DECORATION WITH BELL,1595,4.2761394101876675,190,30.0,False,0.0
STARFISH SOAP DISH,59,0.1581769436997319,347,1.0,False,0.0
STARS GIFT TAPE ,1368,3.6675603217158175,494,26.0,False,0.0
STEEL SWEETHEART ROUND TABLE CREAM,31,0.08310991957104558,182,1.0,False,0.0
STOOL HOME SWEET HOME ,228,0.6112600536193029,169,4.0,False,0.0
STOP FOR TEA WALL ART,518,1.388739946380697,173,10.0,False,0.0
STORAGE TIN HOME SWEET HOME,237,0.6353887399463807,474,4.0,False,0.0
STORAGE TIN VINTAGE DOILEY ,6,0.0160857908847185,492,0.0,False,0.0
STORAGE TIN VINTAGE DOILY ,1251,3.3538873994638068,197,23.0,False,0.0
STORAGE TIN VINTAGE LEAF,765,2.0509383378016084,404,14.0,False,0.0
STRAWBERRIES  DESIGN FLANNEL ,225,0.6032171581769437,200,4.0,False,0.0
STRAWBERRY   PICNIC BAG,1591,4.265415549597855,414,30.0,False,0.0
STRAWBERRY BATH SPONGE ,1029,2.7587131367292224,317,19.0,False,0.0
STRAWBERRY CERAMIC TRINKET BOX,9328,25.008042895442358,265,175.0,False,0.0
STRAWBERRY CERAMIC TRINKET POT,1038,2.7828418230563003,192,19.0,False,0.0
STRAWBERRY CHARLOTTE BAG,6847,18.35656836461126,126,128.0,True,2.0
STRAWBERRY DREAM CHILDS UMBRELLA,78,0.20911528150134048,291,1.0,False,0.0
STRAWBERRY FAIRY CAKE TEAPOT,751,2.013404825737265,205,14.0,False,0.0
STRAWBERRY HONEYCOMB  GARLAND ,1220,3.2707774798927614,43,23.0,False,0.0
STRAWBERRY LUNCH BOX WITH CUTLERY,3716,9.962466487935657,61,70.0,True,9.0
STRAWBERRY RAFFIA FOOD COVER,495,1.3270777479892761,121,9.0,False,0.0
STRAWBERRY SHOPPER BAG,2036,5.458445040214477,261,38.0,False,0.0
STRAWBRY SCENTED VOTIVE CANDLE,1101,2.9517426273458445,91,21.0,False,0.0
"STRING OF 8 BUTTERFLIES,PINK",25,0.06702412868632708,241,0.0,False,0.0
STRING OF STARS CARD HOLDER,71,0.1903485254691689,236,1.0,False,0.0
STRIPES DESIGN MONKEY DOLL,31,0.08310991957104558,242,1.0,False,0.0
STRIPES DESIGN TEDDY,57,0.15281501340482573,230,1.0,False,0.0
STRIPEY CHOCOLATE NESTING BOXES,256,0.6863270777479893,445,5.0,False,0.0
STRIPY DESIGN SHOWER CAP,197,0.5281501340482574,422,4.0,False,0.0
SUKI  SHOULDER BAG,1763,4.726541554959786,431,33.0,False,0.0
SUMMER DAISIES BAG CHARM,66,0.1769436997319035,51,1.0,False,0.0
SUMMER FUN DESIGN SHOWER CAP,325,0.871313672922252,30,6.0,False,0.0
SUNFLOWER DECORATIVE PARASOL,87,0.23324396782841822,51,2.0,False,0.0
SUNSET CHECK HAMMOCK,167,0.4477211796246649,406,3.0,False,0.0
SUNSET COLOUR CHUNKY KNITTED THROW,24,0.064343163538874,122,0.0,False,0.0
SWALLOW SQUARE TISSUE BOX,1591,4.265415549597855,114,30.0,False,0.0
SWALLOW WOODEN CHRISTMAS DECORATION,1419,3.804289544235925,201,27.0,False,0.0
SWALLOWS GREETING CARD,5361,14.372654155495978,26,101.0,True,75.0
SWEET HEART CAKE CARRIER,78,0.20911528150134048,129,1.0,False,0.0
SWEET PUDDING STICKER SHEET,65,0.1742627345844504,402,1.0,False,0.0
SWEETHEART 3 TIER CAKE STAND ,222,0.5951742627345844,434,4.0,False,0.0
SWEETHEART BIRD HOUSE,839,2.2493297587131367,138,16.0,False,0.0
SWEETHEART CAKESTAND 3 TIER,892,2.39142091152815,139,17.0,False,0.0
SWEETHEART CARRY-ALL BASKET,3,0.00804289544235925,69,0.0,False,0.0
SWEETHEART CERAMIC TRINKET BOX,5757,15.4343163538874,57,108.0,True,51.0
SWEETHEART CREAM STEEL TABLE RECT,22,0.058981233243967826,38,0.0,False,0.0
